pedido_id,producto_id,cantidad,precio_unitario,total_producto
1488,2008,1,4840.87,4840.87
1489,410,1,3634.12,3634.12
1489,402,1,4440.97,4440.97
1490,106,1,4259.31,4259.31
1490,110,1,1227.79,1227.79
1490,103,1,2740.58,2740.58
1491,1210,1,3383.16,3383.16
1491,1206,1,4984.67,4984.67
1491,1204,1,3687.04,3687.04
1492,410,1,3634.12,3634.12
1493,606,1,1213.74,1213.74
1493,610,1,2711.29,2711.29
1493,602,1,2419.05,2419.05
1494,1308,1,1288.96,1288.96
1494,1307,1,3964.57,3964.57
1494,1302,1,3366.99,3366.99
1495,903,1,4147.26,4147.26
1495,906,1,2011.01,2011.01
1496,308,1,3191.58,3191.58
1496,305,1,2879.27,2879.27
1496,302,1,4094.34,4094.34
1497,1806,1,3848.03,3848.03
1498,609,1,2246.95,2246.95
1498,602,1,2419.05,2419.05
1499,1406,1,1232.1,1232.1
1499,1410,1,2548.95,2548.95
1500,709,1,3979.05,3979.05
1500,703,1,4240.62,4240.62
1500,705,1,2538.98,2538.98
1501,206,1,2809.44,2809.44
1501,209,1,1354.11,1354.11
1501,203,1,3572.78,3572.78
1502,1002,1,3587.52,3587.52
1502,1004,1,3790.9,3790.9
1502,1006,1,2912.78,2912.78
1503,1909,1,773.53,773.53
1504,1306,1,962.64,962.64
1505,705,1,2538.98,2538.98
1506,1404,1,4216.62,4216.62
1506,1408,1,3726.67,3726.67
1506,1407,1,1181.01,1181.01
1507,1206,1,4984.67,4984.67
1508,1105,1,4036.63,4036.63
1509,1605,1,2384.43,2384.43
1510,1310,1,3335.35,3335.35
1510,1307,1,3964.57,3964.57
1511,510,1,3746.72,3746.72
1512,409,1,2480.97,2480.97
1512,404,1,1430.34,1430.34
1512,402,1,4440.97,4440.97
1513,502,1,5078.85,5078.85
1514,910,1,1234.63,1234.63
1514,902,1,3127.27,3127.27
1515,802,1,3532.64,3532.64
1516,902,1,3127.27,3127.27
1517,2006,1,2887.5,2887.5
1518,1302,1,3366.99,3366.99
1519,508,1,4453.14,4453.14
1519,509,1,1930.11,1930.11
1519,503,1,4197.81,4197.81
1520,407,1,3410.16,3410.16
1520,410,1,3634.12,3634.12
1520,406,1,4084.06,4084.06
1521,1602,1,3226.88,3226.88
1522,1906,1,4589.11,4589.11
1523,2005,1,2228.54,2228.54
1524,1803,1,3326.89,3326.89
1525,803,1,1086.08,1086.08
1525,804,1,1695.63,1695.63
1525,809,1,3591.88,3591.88
1526,1009,1,1146.89,1146.89
1526,1005,1,1416.14,1416.14
1526,1003,1,2996.95,2996.95
1527,1202,1,3345.06,3345.06
1528,902,1,3127.27,3127.27
1529,1405,1,3091.63,3091.63
1530,1110,1,3349.22,3349.22
1531,608,1,3110.68,3110.68
1531,605,1,3363.29,3363.29
1532,1005,1,1416.14,1416.14
1532,1002,1,3587.52,3587.52
1532,1001,1,1473.12,1473.12
1533,1102,1,1364.77,1364.77
1534,1103,1,4175.85,4175.85
1534,1101,1,3716.09,3716.09
1535,1601,1,4454.8,4454.8
1535,1608,1,4395.55,4395.55
1536,1110,1,3349.22,3349.22
1536,1107,1,2977.86,2977.86
1537,309,1,2296.15,2296.15
1537,310,1,3120.17,3120.17
1538,2010,1,4107.47,4107.47
1538,2006,1,2887.5,2887.5
1539,1802,1,875.92,875.92
1539,1808,1,4007.55,4007.55
1539,1809,1,3170.41,3170.41
1540,1210,1,3383.16,3383.16
1540,1207,1,3902.84,3902.84
1540,1206,1,4984.67,4984.67
1541,107,1,1206.94,1206.94
1541,103,1,2740.58,2740.58
1541,110,1,1227.79,1227.79
1542,2004,1,1537.11,1537.11
1542,2003,1,3408.93,3408.93
1542,2002,1,3598.42,3598.42
1543,1002,1,3587.52,3587.52
1544,1810,1,4556.66,4556.66
1545,103,1,2740.58,2740.58
1545,104,1,3698.16,3698.16
1545,109,1,1454.3,1454.3
1546,1701,1,1416.67,1416.67
1547,301,1,1008.07,1008.07
1547,309,1,2296.15,2296.15
1547,302,1,4094.34,4094.34
1548,103,1,2740.58,2740.58
1548,105,1,2074.83,2074.83
1549,905,1,4741.11,4741.11
1549,906,1,2011.01,2011.01
1549,909,1,1364.03,1364.03
1550,1005,1,1416.14,1416.14
1550,1004,1,3790.9,3790.9
1550,1003,1,2996.95,2996.95
1551,2010,1,4107.47,4107.47
1551,2006,1,2887.5,2887.5
1551,2002,1,3598.42,3598.42
1552,606,1,1213.74,1213.74
1553,1608,1,4395.55,4395.55
1553,1607,1,2791.5,2791.5
1553,1610,1,1868.93,1868.93
1554,1708,1,1364.71,1364.71
1554,1707,1,1956.42,1956.42
1555,1206,1,4984.67,4984.67
1555,1210,1,3383.16,3383.16
1555,1207,1,3902.84,3902.84
1556,204,1,2910.38,2910.38
1557,1806,1,3848.03,3848.03
1558,1601,1,4454.8,4454.8
1558,1602,1,3226.88,3226.88
1558,1605,1,2384.43,2384.43
1559,806,1,953.08,953.08
1559,803,1,1086.08,1086.08
1559,810,1,1639.62,1639.62
1560,1301,1,3993.25,3993.25
1561,803,1,1086.08,1086.08
1561,809,1,3591.88,3591.88
1561,806,1,953.08,953.08
1562,306,1,4809.36,4809.36
1562,302,1,4094.34,4094.34
1563,1309,1,4001.42,4001.42
1563,1306,1,962.64,962.64
1563,1304,1,3431.27,3431.27
1564,103,1,2740.58,2740.58
1564,104,1,3698.16,3698.16
1565,1606,1,879.42,879.42
1565,1604,1,1647.86,1647.86
1565,1610,1,1868.93,1868.93
1566,1206,1,4984.67,4984.67
1566,1205,1,2930.25,2930.25
1566,1210,1,3383.16,3383.16
1567,703,1,4240.62,4240.62
1567,704,1,4554.36,4554.36
1568,306,1,4809.36,4809.36
1568,305,1,2879.27,2879.27
1568,303,1,1518.77,1518.77
1569,1910,1,1459.75,1459.75
1569,1907,1,3229.82,3229.82
1569,1905,1,1960.29,1960.29
1570,1204,1,3687.04,3687.04
1570,1208,1,1352.46,1352.46
1571,1604,1,1647.86,1647.86
1571,1610,1,1868.93,1868.93
1572,909,1,1364.03,1364.03
1572,906,1,2011.01,2011.01
1572,908,1,1076.95,1076.95
1573,303,1,1518.77,1518.77
1574,107,1,1206.94,1206.94
1574,104,1,3698.16,3698.16
1574,110,1,1227.79,1227.79
1575,105,1,2074.83,2074.83
1575,103,1,2740.58,2740.58
1575,104,1,3698.16,3698.16
1576,108,1,4860.8,4860.8
1576,104,1,3698.16,3698.16
1577,205,1,3650.06,3650.06
1577,203,1,3572.78,3572.78
1578,308,1,3191.58,3191.58
1578,301,1,1008.07,1008.07
1578,309,1,2296.15,2296.15
1579,1505,1,4545.86,4545.86
1580,710,1,3321.37,3321.37
1580,707,1,3059.99,3059.99
1581,2010,1,4107.47,4107.47
1581,2007,1,2641.9,2641.9
1582,1807,1,1574.08,1574.08
1583,305,1,2879.27,2879.27
1583,310,1,3120.17,3120.17
1584,410,1,3634.12,3634.12
1585,1605,1,2384.43,2384.43
1585,1606,1,879.42,879.42
1585,1603,1,1270.64,1270.64
1586,1607,1,2791.5,2791.5
1586,1606,1,879.42,879.42
1587,508,1,4453.14,4453.14
1588,303,1,1518.77,1518.77
1588,301,1,1008.07,1008.07
1589,1108,1,4021.08,4021.08
1590,1807,1,1574.08,1574.08
1591,1802,1,875.92,875.92
1592,805,1,2540.63,2540.63
1592,802,1,3532.64,3532.64
1593,105,1,2074.83,2074.83
1594,1710,1,3115.43,3115.43
1595,305,1,2879.27,2879.27
1596,1108,1,4021.08,4021.08
1596,1102,1,1364.77,1364.77
1596,1107,1,2977.86,2977.86
1597,1308,1,1288.96,1288.96
1597,1306,1,962.64,962.64
1598,1605,1,2384.43,2384.43
1599,910,1,1234.63,1234.63
1600,1508,1,4562.2,4562.2
1601,1301,1,3993.25,3993.25
1602,1005,1,1416.14,1416.14
1603,1102,1,1364.77,1364.77
1603,1101,1,3716.09,3716.09
1603,1105,1,4036.63,4036.63
1604,608,1,3110.68,3110.68
1604,602,1,2419.05,2419.05
1604,605,1,3363.29,3363.29
1605,802,1,3532.64,3532.64
1605,809,1,3591.88,3591.88
1606,410,1,3634.12,3634.12
1606,406,1,4084.06,4084.06
1607,906,1,2011.01,2011.01
1607,908,1,1076.95,1076.95
1607,909,1,1364.03,1364.03
1608,1310,1,3335.35,3335.35
1608,1302,1,3366.99,3366.99
1608,1303,1,4791.21,4791.21
1609,606,1,1213.74,1213.74
1609,605,1,3363.29,3363.29
1610,909,1,1364.03,1364.03
1611,710,1,3321.37,3321.37
1611,708,1,1070.28,1070.28
1612,802,1,3532.64,3532.64
1613,1803,1,3326.89,3326.89
1614,807,1,3018.18,3018.18
1614,806,1,953.08,953.08
1614,808,1,4346.71,4346.71
1615,905,1,4741.11,4741.11
1615,902,1,3127.27,3127.27
1616,1006,1,2912.78,2912.78
1617,610,1,2711.29,2711.29
1617,606,1,1213.74,1213.74
1618,110,1,1227.79,1227.79
1618,103,1,2740.58,2740.58
1618,106,1,4259.31,4259.31
1619,104,1,3698.16,3698.16
1620,402,1,4440.97,4440.97
1620,403,1,4389.21,4389.21
1621,1108,1,4021.08,4021.08
1621,1105,1,4036.63,4036.63
1621,1110,1,3349.22,3349.22
1622,1003,1,2996.95,2996.95
1623,1401,1,3425.8,3425.8
1623,1403,1,4215.06,4215.06
1623,1409,1,2324.63,2324.63
1624,902,1,3127.27,3127.27
1624,905,1,4741.11,4741.11
1625,107,1,1206.94,1206.94
1626,306,1,4809.36,4809.36
1626,308,1,3191.58,3191.58
1627,704,1,4554.36,4554.36
1628,408,1,3344.81,3344.81
1628,406,1,4084.06,4084.06
1629,1309,1,4001.42,4001.42
1629,1301,1,3993.25,3993.25
1629,1303,1,4791.21,4791.21
1630,1408,1,3726.67,3726.67
1630,1404,1,4216.62,4216.62
1631,2005,1,2228.54,2228.54
1631,2006,1,2887.5,2887.5
1632,1501,1,3835.32,3835.32
1633,1108,1,4021.08,4021.08
1634,701,1,3524.28,3524.28
1634,703,1,4240.62,4240.62
1635,1208,1,1352.46,1352.46
1636,1903,1,2242.54,2242.54
1636,1904,1,3971.86,3971.86
1636,1905,1,1960.29,1960.29
1637,710,1,3321.37,3321.37
1638,2001,1,2948.54,2948.54
1639,1903,1,2242.54,2242.54
1639,1906,1,4589.11,4589.11
1640,1301,1,3993.25,3993.25
1641,902,1,3127.27,3127.27
1642,1610,1,1868.93,1868.93
1643,1707,1,1956.42,1956.42
1643,1705,1,1549.01,1549.01
1643,1710,1,3115.43,3115.43
1644,907,1,3063.05,3063.05
1644,903,1,4147.26,4147.26
1644,908,1,1076.95,1076.95
1645,1610,1,1868.93,1868.93
1645,1604,1,1647.86,1647.86
1645,1608,1,4395.55,4395.55
1646,403,1,4389.21,4389.21
1647,1305,1,3970.1,3970.1
1647,1304,1,3431.27,3431.27
1647,1307,1,3964.57,3964.57
1648,1204,1,3687.04,3687.04
1648,1207,1,3902.84,3902.84
1648,1201,1,2350.76,2350.76
1649,1102,1,1364.77,1364.77
1650,209,1,1354.11,1354.11
1650,204,1,2910.38,2910.38
1650,202,1,4921.05,4921.05
1651,2010,1,4107.47,4107.47
1651,2001,1,2948.54,2948.54
1651,2008,1,4840.87,4840.87
1652,909,1,1364.03,1364.03
1652,903,1,4147.26,4147.26
1653,1004,1,3790.9,3790.9
1653,1001,1,1473.12,1473.12
1654,1010,1,1035.63,1035.63
1654,1003,1,2996.95,2996.95
1654,1008,1,3228.1,3228.1
1655,1503,1,1772.07,1772.07
1655,1501,1,3835.32,3835.32
1655,1504,1,4027.86,4027.86
1656,2010,1,4107.47,4107.47
1656,2009,1,3121.17,3121.17
1656,2002,1,3598.42,3598.42
1657,1410,1,2548.95,2548.95
1657,1407,1,1181.01,1181.01
1657,1409,1,2324.63,2324.63
1658,506,1,1320.62,1320.62
1659,1802,1,875.92,875.92
1659,1805,1,4399.36,4399.36
1660,1302,1,3366.99,3366.99
1660,1309,1,4001.42,4001.42
1661,404,1,1430.34,1430.34
1662,706,1,4247.5,4247.5
1662,708,1,1070.28,1070.28
1662,703,1,4240.62,4240.62
1663,1601,1,4454.8,4454.8
1663,1605,1,2384.43,2384.43
1663,1610,1,1868.93,1868.93
1664,1308,1,1288.96,1288.96
1664,1305,1,3970.1,3970.1
1665,403,1,4389.21,4389.21
1665,409,1,2480.97,2480.97
1665,408,1,3344.81,3344.81
1666,2009,1,3121.17,3121.17
1666,2006,1,2887.5,2887.5
1667,1508,1,4562.2,4562.2
1667,1504,1,4027.86,4027.86
1668,1001,1,1473.12,1473.12
1668,1010,1,1035.63,1035.63
1669,503,1,4197.81,4197.81
1670,602,1,2419.05,2419.05
1670,601,1,3024.91,3024.91
1670,606,1,1213.74,1213.74
1671,407,1,3410.16,3410.16
1671,403,1,4389.21,4389.21
1671,401,1,3356.73,3356.73
1672,1809,1,3170.41,3170.41
1672,1804,1,2743.26,2743.26
1673,1005,1,1416.14,1416.14
1673,1008,1,3228.1,3228.1
1674,310,1,3120.17,3120.17
1674,305,1,2879.27,2879.27
1675,308,1,3191.58,3191.58
1675,301,1,1008.07,1008.07
1675,306,1,4809.36,4809.36
1676,806,1,953.08,953.08
1676,808,1,4346.71,4346.71
1677,106,1,4259.31,4259.31
1677,103,1,2740.58,2740.58
1678,103,1,2740.58,2740.58
1678,102,1,2803.33,2803.33
1678,109,1,1454.3,1454.3
1679,609,1,2246.95,2246.95
1679,607,1,1236.91,1236.91
1680,1103,1,4175.85,4175.85
1681,1405,1,3091.63,3091.63
1681,1403,1,4215.06,4215.06
1681,1406,1,1232.1,1232.1
1682,708,1,1070.28,1070.28
1682,704,1,4554.36,4554.36
1682,707,1,3059.99,3059.99
1683,605,1,3363.29,3363.29
1684,910,1,1234.63,1234.63
1684,909,1,1364.03,1364.03
1685,404,1,1430.34,1430.34
1686,209,1,1354.11,1354.11
1686,206,1,2809.44,2809.44
1686,205,1,3650.06,3650.06
1687,910,1,1234.63,1234.63
1687,907,1,3063.05,3063.05
1687,909,1,1364.03,1364.03
1688,1607,1,2791.5,2791.5
1689,1304,1,3431.27,3431.27
1689,1309,1,4001.42,4001.42
1690,1810,1,4556.66,4556.66
1691,804,1,1695.63,1695.63
1691,809,1,3591.88,3591.88
1692,1810,1,4556.66,4556.66
1693,706,1,4247.5,4247.5
1694,303,1,1518.77,1518.77
1694,310,1,3120.17,3120.17
1694,308,1,3191.58,3191.58
1695,1607,1,2791.5,2791.5
1696,204,1,2910.38,2910.38
1696,201,1,4394.81,4394.81
1696,206,1,2809.44,2809.44
1697,1807,1,1574.08,1574.08
1697,1808,1,4007.55,4007.55
1697,1805,1,4399.36,4399.36
1698,1506,1,1130.52,1130.52
1698,1507,1,3248.33,3248.33
1698,1508,1,4562.2,4562.2
1699,1001,1,1473.12,1473.12
1700,902,1,3127.27,3127.27
1700,910,1,1234.63,1234.63
1701,1009,1,1146.89,1146.89
1702,1410,1,2548.95,2548.95
1702,1407,1,1181.01,1181.01
1703,1202,1,3345.06,3345.06
1703,1206,1,4984.67,4984.67
1704,1905,1,1960.29,1960.29
1705,908,1,1076.95,1076.95
1705,910,1,1234.63,1234.63
1705,903,1,4147.26,4147.26
1706,705,1,2538.98,2538.98
1706,703,1,4240.62,4240.62
1706,701,1,3524.28,3524.28
1707,302,1,4094.34,4094.34
1707,305,1,2879.27,2879.27
1708,1303,1,4791.21,4791.21
1709,1704,1,1022.79,1022.79
1710,203,1,3572.78,3572.78
1710,209,1,1354.11,1354.11
1710,201,1,4394.81,4394.81
1711,1403,1,4215.06,4215.06
1711,1405,1,3091.63,3091.63
1711,1410,1,2548.95,2548.95
1712,1101,1,3716.09,3716.09
1712,1106,1,3418.45,3418.45
1713,1908,1,3892.84,3892.84
1713,1905,1,1960.29,1960.29
1713,1906,1,4589.11,4589.11
1714,1204,1,3687.04,3687.04
1715,1408,1,3726.67,3726.67
1715,1404,1,4216.62,4216.62
1716,1908,1,3892.84,3892.84
1717,605,1,3363.29,3363.29
1717,601,1,3024.91,3024.91
1717,608,1,3110.68,3110.68
1718,406,1,4084.06,4084.06
1718,407,1,3410.16,3410.16
1718,401,1,3356.73,3356.73
1719,601,1,3024.91,3024.91
1720,1504,1,4027.86,4027.86
1720,1508,1,4562.2,4562.2
1721,509,1,1930.11,1930.11
1721,507,1,4238.21,4238.21
1721,504,1,2958.12,2958.12
1722,1908,1,3892.84,3892.84
1723,209,1,1354.11,1354.11
1723,206,1,2809.44,2809.44
1724,109,1,1454.3,1454.3
1724,102,1,2803.33,2803.33
1725,1204,1,3687.04,3687.04
1725,1202,1,3345.06,3345.06
1726,1803,1,3326.89,3326.89
1726,1802,1,875.92,875.92
1727,802,1,3532.64,3532.64
1727,804,1,1695.63,1695.63
1728,2009,1,3121.17,3121.17
1728,2004,1,1537.11,1537.11
1728,2006,1,2887.5,2887.5
1729,106,1,4259.31,4259.31
1729,105,1,2074.83,2074.83
1729,108,1,4860.8,4860.8
1730,1110,1,3349.22,3349.22
1731,206,1,2809.44,2809.44
1732,601,1,3024.91,3024.91
1733,1402,1,2426.96,2426.96
1734,1008,1,3228.1,3228.1
1735,1907,1,3229.82,3229.82
1735,1905,1,1960.29,1960.29
1736,1305,1,3970.1,3970.1
1737,1610,1,1868.93,1868.93
1737,1601,1,4454.8,4454.8
1737,1608,1,4395.55,4395.55
1738,608,1,3110.68,3110.68
1739,710,1,3321.37,3321.37
1739,702,1,1963.01,1963.01
1740,1702,1,2615.56,2615.56
1740,1706,1,4957.18,4957.18
1740,1707,1,1956.42,1956.42
1741,501,1,3043.32,3043.32
1742,1404,1,4216.62,4216.62
1742,1403,1,4215.06,4215.06
1743,1504,1,4027.86,4027.86
1743,1503,1,1772.07,1772.07
1743,1508,1,4562.2,4562.2
1744,806,1,953.08,953.08
1744,808,1,4346.71,4346.71
1745,1005,1,1416.14,1416.14
1745,1006,1,2912.78,2912.78
1746,707,1,3059.99,3059.99
1746,709,1,3979.05,3979.05
1747,1106,1,3418.45,3418.45
1748,1404,1,4216.62,4216.62
1749,1608,1,4395.55,4395.55
1749,1605,1,2384.43,2384.43
1749,1604,1,1647.86,1647.86
1750,509,1,1930.11,1930.11
1751,1903,1,2242.54,2242.54
1752,1006,1,2912.78,2912.78
1752,1001,1,1473.12,1473.12
1752,1002,1,3587.52,3587.52
1753,1207,1,3902.84,3902.84
1753,1204,1,3687.04,3687.04
1753,1202,1,3345.06,3345.06
1754,1602,1,3226.88,3226.88
1754,1605,1,2384.43,2384.43
1755,309,1,2296.15,2296.15
1756,602,1,2419.05,2419.05
1756,605,1,3363.29,3363.29
1756,604,1,4326.67,4326.67
1757,208,1,4694.22,4694.22
1757,206,1,2809.44,2809.44
1758,1809,1,3170.41,3170.41
1758,1805,1,4399.36,4399.36
1759,2001,1,2948.54,2948.54
1759,2010,1,4107.47,4107.47
1759,2005,1,2228.54,2228.54
1760,1009,1,1146.89,1146.89
1761,1704,1,1022.79,1022.79
1761,1707,1,1956.42,1956.42
1761,1702,1,2615.56,2615.56
1762,103,1,2740.58,2740.58
1762,110,1,1227.79,1227.79
1763,2001,1,2948.54,2948.54
1763,2004,1,1537.11,1537.11
1763,2007,1,2641.9,2641.9
1764,1909,1,773.53,773.53
1764,1902,1,3262.94,3262.94
1764,1908,1,3892.84,3892.84
1765,303,1,1518.77,1518.77
1765,308,1,3191.58,3191.58
1765,309,1,2296.15,2296.15
1766,1701,1,1416.67,1416.67
1767,710,1,3321.37,3321.37
1768,1506,1,1130.52,1130.52
1768,1505,1,4545.86,4545.86
1769,1402,1,2426.96,2426.96
1769,1407,1,1181.01,1181.01
1769,1403,1,4215.06,4215.06
1770,1710,1,3115.43,3115.43
1770,1708,1,1364.71,1364.71
1771,607,1,1236.91,1236.91
1772,303,1,1518.77,1518.77
1772,308,1,3191.58,3191.58
1772,306,1,4809.36,4809.36
1773,2005,1,2228.54,2228.54
1773,2010,1,4107.47,4107.47
1774,1302,1,3366.99,3366.99
1774,1301,1,3993.25,3993.25
1775,106,1,4259.31,4259.31
1775,107,1,1206.94,1206.94
1775,101,1,2032.62,2032.62
1776,809,1,3591.88,3591.88
1777,310,1,3120.17,3120.17
1777,301,1,1008.07,1008.07
1777,303,1,1518.77,1518.77
1778,809,1,3591.88,3591.88
1778,803,1,1086.08,1086.08
1779,1101,1,3716.09,3716.09
1780,308,1,3191.58,3191.58
1780,301,1,1008.07,1008.07
1780,303,1,1518.77,1518.77
1781,606,1,1213.74,1213.74
1781,601,1,3024.91,3024.91
1782,1408,1,3726.67,3726.67
1782,1404,1,4216.62,4216.62
1782,1405,1,3091.63,3091.63
1783,803,1,1086.08,1086.08
1784,702,1,1963.01,1963.01
1784,706,1,4247.5,4247.5
1785,401,1,3356.73,3356.73
1786,1006,1,2912.78,2912.78
1786,1002,1,3587.52,3587.52
1786,1003,1,2996.95,2996.95
1787,106,1,4259.31,4259.31
1788,1307,1,3964.57,3964.57
1788,1303,1,4791.21,4791.21
1788,1301,1,3993.25,3993.25
1789,1709,1,3319.66,3319.66
1789,1701,1,1416.67,1416.67
1790,102,1,2803.33,2803.33
1791,1505,1,4545.86,4545.86
1791,1508,1,4562.2,4562.2
1791,1503,1,1772.07,1772.07
1792,1601,1,4454.8,4454.8
1793,410,1,3634.12,3634.12
1793,403,1,4389.21,4389.21
1793,407,1,3410.16,3410.16
1794,1506,1,1130.52,1130.52
1794,1505,1,4545.86,4545.86
1795,1501,1,3835.32,3835.32
1795,1508,1,4562.2,4562.2
1796,1208,1,1352.46,1352.46
1797,909,1,1364.03,1364.03
1797,902,1,3127.27,3127.27
1798,2010,1,4107.47,4107.47
1798,2008,1,4840.87,4840.87
1798,2002,1,3598.42,3598.42
1799,606,1,1213.74,1213.74
1799,603,1,4150.51,4150.51
1799,607,1,1236.91,1236.91
1800,1206,1,4984.67,4984.67
1801,1005,1,1416.14,1416.14
1801,1010,1,1035.63,1035.63
1802,1807,1,1574.08,1574.08
1802,1810,1,4556.66,4556.66
1803,1002,1,3587.52,3587.52
1803,1005,1,1416.14,1416.14
1803,1008,1,3228.1,3228.1
1804,110,1,1227.79,1227.79
1804,108,1,4860.8,4860.8
1804,103,1,2740.58,2740.58
1805,809,1,3591.88,3591.88
1805,810,1,1639.62,1639.62
1805,806,1,953.08,953.08
1806,1504,1,4027.86,4027.86
1806,1505,1,4545.86,4545.86
1806,1507,1,3248.33,3248.33
1807,309,1,2296.15,2296.15
1807,302,1,4094.34,4094.34
1808,1303,1,4791.21,4791.21
1808,1308,1,1288.96,1288.96
1808,1307,1,3964.57,3964.57
1809,1508,1,4562.2,4562.2
1810,1107,1,2977.86,2977.86
1811,1202,1,3345.06,3345.06
1811,1201,1,2350.76,2350.76
1812,1701,1,1416.67,1416.67
1812,1708,1,1364.71,1364.71
1813,1308,1,1288.96,1288.96
1813,1304,1,3431.27,3431.27
1814,1106,1,3418.45,3418.45
1814,1105,1,4036.63,4036.63
1815,1710,1,3115.43,3115.43
1816,805,1,2540.63,2540.63
1817,110,1,1227.79,1227.79
1817,102,1,2803.33,2803.33
1817,104,1,3698.16,3698.16
1818,1410,1,2548.95,2548.95
1818,1404,1,4216.62,4216.62
1819,1102,1,1364.77,1364.77
1819,1106,1,3418.45,3418.45
1819,1109,1,1206.21,1206.21
1820,706,1,4247.5,4247.5
1820,703,1,4240.62,4240.62
1820,701,1,3524.28,3524.28
1821,102,1,2803.33,2803.33
1821,101,1,2032.62,2032.62
1822,2006,1,2887.5,2887.5
1823,1308,1,1288.96,1288.96
1823,1306,1,962.64,962.64
1824,708,1,1070.28,1070.28
1825,1606,1,879.42,879.42
1826,708,1,1070.28,1070.28
1827,1809,1,3170.41,3170.41
1828,610,1,2711.29,2711.29
1828,604,1,4326.67,4326.67
1828,601,1,3024.91,3024.91
1829,208,1,4694.22,4694.22
1830,1307,1,3964.57,3964.57
1831,802,1,3532.64,3532.64
1831,806,1,953.08,953.08
1832,1605,1,2384.43,2384.43
1833,909,1,1364.03,1364.03
1834,1009,1,1146.89,1146.89
1835,1605,1,2384.43,2384.43
1836,1505,1,4545.86,4545.86
1837,309,1,2296.15,2296.15
1837,306,1,4809.36,4809.36
1837,301,1,1008.07,1008.07
1838,408,1,3344.81,3344.81
1838,401,1,3356.73,3356.73
1838,404,1,1430.34,1430.34
1839,1204,1,3687.04,3687.04
1840,1403,1,4215.06,4215.06
1841,2001,1,2948.54,2948.54
1841,2006,1,2887.5,2887.5
1842,1405,1,3091.63,3091.63
1842,1402,1,2426.96,2426.96
1843,704,1,4554.36,4554.36
1844,107,1,1206.94,1206.94
1844,102,1,2803.33,2803.33
1845,803,1,1086.08,1086.08
1846,1004,1,3790.9,3790.9
1846,1010,1,1035.63,1035.63
1847,710,1,3321.37,3321.37
1848,808,1,4346.71,4346.71
1848,806,1,953.08,953.08
1848,807,1,3018.18,3018.18
1849,1908,1,3892.84,3892.84
1850,1803,1,3326.89,3326.89
1850,1806,1,3848.03,3848.03
1850,1809,1,3170.41,3170.41
1851,909,1,1364.03,1364.03
1851,910,1,1234.63,1234.63
1851,902,1,3127.27,3127.27
1852,403,1,4389.21,4389.21
1852,406,1,4084.06,4084.06
1852,407,1,3410.16,3410.16
1853,1406,1,1232.1,1232.1
1853,1408,1,3726.67,3726.67
1853,1401,1,3425.8,3425.8
1854,1407,1,1181.01,1181.01
1855,1708,1,1364.71,1364.71
1855,1702,1,2615.56,2615.56
1855,1705,1,1549.01,1549.01
1856,902,1,3127.27,3127.27
1856,908,1,1076.95,1076.95
1856,903,1,4147.26,4147.26
1857,1004,1,3790.9,3790.9
1857,1001,1,1473.12,1473.12
1857,1003,1,2996.95,2996.95
1858,802,1,3532.64,3532.64
1858,806,1,953.08,953.08
1859,1506,1,1130.52,1130.52
1859,1503,1,1772.07,1772.07
1860,1505,1,4545.86,4545.86
1860,1503,1,1772.07,1772.07
1860,1507,1,3248.33,3248.33
1861,1602,1,3226.88,3226.88
1862,1702,1,2615.56,2615.56
1862,1707,1,1956.42,1956.42
1862,1709,1,3319.66,3319.66
1863,1506,1,1130.52,1130.52
1864,1909,1,773.53,773.53
1864,1903,1,2242.54,2242.54
1865,1204,1,3687.04,3687.04
1866,608,1,3110.68,3110.68
1866,601,1,3024.91,3024.91
1866,604,1,4326.67,4326.67
1867,203,1,3572.78,3572.78
1868,1708,1,1364.71,1364.71
1868,1707,1,1956.42,1956.42
1869,1208,1,1352.46,1352.46
1870,102,1,2803.33,2803.33
1870,105,1,2074.83,2074.83
1870,107,1,1206.94,1206.94
1871,1206,1,4984.67,4984.67
1871,1207,1,3902.84,3902.84
1872,1503,1,1772.07,1772.07
1872,1501,1,3835.32,3835.32
1873,1003,1,2996.95,2996.95
1873,1006,1,2912.78,2912.78
1873,1001,1,1473.12,1473.12
1874,1701,1,1416.67,1416.67
1874,1704,1,1022.79,1022.79
1875,308,1,3191.58,3191.58
1876,1605,1,2384.43,2384.43
1877,1402,1,2426.96,2426.96
1878,2006,1,2887.5,2887.5
1879,1707,1,1956.42,1956.42
1879,1701,1,1416.67,1416.67
1879,1708,1,1364.71,1364.71
1880,703,1,4240.62,4240.62
1880,705,1,2538.98,2538.98
1880,707,1,3059.99,3059.99
1881,710,1,3321.37,3321.37
1881,707,1,3059.99,3059.99
1881,703,1,4240.62,4240.62
1882,710,1,3321.37,3321.37
1882,706,1,4247.5,4247.5
1882,709,1,3979.05,3979.05
1883,301,1,1008.07,1008.07
1883,310,1,3120.17,3120.17
1884,401,1,3356.73,3356.73
1885,1010,1,1035.63,1035.63
1885,1003,1,2996.95,2996.95
1885,1002,1,3587.52,3587.52
1886,303,1,1518.77,1518.77
1887,1710,1,3115.43,3115.43
1887,1708,1,1364.71,1364.71
1887,1704,1,1022.79,1022.79
1888,1709,1,3319.66,3319.66
1888,1705,1,1549.01,1549.01
1889,1201,1,2350.76,2350.76
1889,1205,1,2930.25,2930.25
