id,pedidoId,repartidorId,fecha_asignacion,fecha_entrega,estado,distancia_km
1139,1139,4,2025-02-15 02:10:27.000000,2025-02-15 03:13:27,completado,9.02
1140,1140,49,2025-02-05 08:00:52.000000,2025-02-05 08:22:52,completado,6.74
1141,1141,23,2025-02-06 09:46:50.000000,2025-02-06 10:53:50,completado,6.14
1142,1142,31,2025-02-07 19:03:25.000000,2025-02-07 19:34:25,completado,3.66
1143,1143,33,2025-02-05 00:14:15.000000,2025-02-05 00:49:15,completado,8.36
1144,1144,40,2025-01-31 22:45:45.000000,2025-01-31 23:08:45,completado,5.27
1146,1146,20,2025-02-19 16:47:01.000000,2025-02-19 17:32:01,completado,1.56
1149,1149,23,2025-01-29 22:10:27.000000,2025-01-29 22:42:27,completado,2.18
1150,1150,10,2025-02-08 11:53:12.000000,2025-02-08 12:11:12,completado,9.71
1153,1153,1,2025-02-07 21:10:26.000000,2025-02-07 21:24:26,completado,8.42
1154,1154,42,2025-01-31 20:09:23.000000,2025-01-31 20:38:23,completado,9.12
1156,1156,23,2025-01-24 23:56:25.000000,2025-01-25 00:41:25,completado,2.78
1157,1157,48,2025-01-28 22:18:43.000000,2025-01-28 22:51:43,completado,8.54
1158,1158,36,2025-02-19 02:24:04.000000,2025-02-19 02:48:04,completado,6.25
1160,1160,9,2025-02-15 21:18:34.000000,2025-02-15 21:43:34,completado,5.29
1161,1161,45,2025-02-16 18:03:13.000000,2025-02-16 18:46:13,completado,7.6
1162,1162,3,2025-02-05 21:28:00.000000,2025-02-05 22:08:00,completado,3.07
1163,1163,33,2025-02-13 06:43:27.000000,2025-02-13 07:29:27,completado,2.51
1167,1167,31,2025-02-09 10:47:35.000000,2025-02-09 11:30:35,completado,5.33
1168,1168,8,2025-02-06 12:04:18.000000,2025-02-06 12:28:18,completado,8.47
1172,1172,26,2025-02-18 01:00:24.000000,2025-02-18 01:31:24,completado,1.97
1173,1173,12,2025-02-15 06:56:33.000000,2025-02-15 07:37:33,completado,9.01
1174,1174,18,2025-01-21 11:56:38.000000,2025-01-21 13:19:38,completado,2.65
1175,1175,30,2025-02-10 11:43:22.000000,2025-02-10 12:29:22,completado,3.72
1176,1176,25,2025-02-18 04:30:14.000000,2025-02-18 05:35:14,completado,8.71
1178,1178,9,2025-02-10 15:57:38.000000,2025-02-10 16:31:38,completado,5.82
1179,1179,36,2025-01-20 20:05:33.000000,2025-01-20 20:50:33,completado,3.64
1180,1180,49,2025-01-30 14:05:05.000000,2025-01-30 14:48:05,completado,9.86
1187,1187,37,2025-02-01 11:56:54.000000,2025-02-01 13:12:54,completado,4.18
1188,1188,25,2025-02-13 12:09:52.000000,2025-02-13 13:15:52,completado,9.93
1189,1189,40,2025-01-27 12:09:06.000000,2025-01-27 12:43:06,completado,4.51
1190,1190,45,2025-02-18 00:38:54.000000,2025-02-18 01:58:54,completado,3.03
1192,1192,36,2025-02-01 13:35:41.000000,2025-02-01 14:06:41,completado,8.75
1193,1193,16,2025-02-07 05:59:49.000000,2025-02-07 06:15:49,completado,3.83
1195,1195,30,2025-02-11 07:23:02.000000,2025-02-11 08:32:02,completado,5.41
1196,1196,42,2025-01-22 08:46:25.000000,2025-01-22 09:34:25,completado,7.69
1198,1198,12,2025-01-28 23:05:46.000000,2025-01-29 00:00:46,completado,5.36
1199,1199,29,2025-02-04 04:48:27.000000,2025-02-04 05:15:27,completado,4.61
1202,1202,42,2025-02-17 08:52:04.000000,2025-02-17 09:45:04,completado,9.46
1203,1203,3,2025-02-13 04:15:41.000000,2025-02-13 05:23:41,completado,9.88
1205,1205,22,2025-01-31 01:19:39.000000,2025-01-31 02:00:39,completado,3.08
1210,1210,45,2025-02-19 10:24:49.000000,2025-02-19 11:29:49,completado,6.29
1213,1213,26,2025-02-04 07:02:58.000000,2025-02-04 07:38:58,completado,6.4
1214,1214,12,2025-02-14 17:50:46.000000,2025-02-14 19:04:46,completado,9.05
1215,1215,25,2025-01-29 14:21:04.000000,2025-01-29 15:04:04,completado,6.58
1217,1217,42,2025-02-16 11:33:01.000000,2025-02-16 12:17:01,completado,5.47
1218,1218,22,2025-01-25 02:47:54.000000,2025-01-25 03:53:54,completado,3.7
1220,1220,39,2025-02-04 09:02:47.000000,2025-02-04 09:23:47,completado,2.38
1222,1222,24,2025-02-02 08:37:39.000000,2025-02-02 09:47:39,completado,9.21
1223,1223,33,2025-01-29 22:45:02.000000,2025-01-29 23:31:02,completado,6.54
1225,1225,25,2025-01-27 09:44:47.000000,2025-01-27 10:24:47,completado,8.84
1226,1226,31,2025-01-27 23:11:48.000000,2025-01-27 23:26:48,completado,9.88
1227,1227,45,2025-02-14 21:37:46.000000,2025-02-14 22:49:46,completado,7.89
1230,1230,18,2025-02-19 18:08:46.000000,2025-02-19 19:06:46,completado,4.78
1231,1231,8,2025-01-24 03:58:46.000000,2025-01-24 04:22:46,completado,8.69
1232,1232,1,2025-02-13 22:12:07.000000,2025-02-13 22:36:07,completado,5.11
1233,1233,33,2025-02-09 23:47:41.000000,2025-02-10 00:15:41,completado,8.09
1234,1234,24,2025-02-05 23:01:48.000000,2025-02-05 23:56:48,completado,5.65
1235,1235,6,2025-02-16 03:27:56.000000,2025-02-16 04:12:56,completado,2.91
1240,1240,49,2025-02-16 04:47:17.000000,2025-02-16 05:18:17,completado,9.2
1242,1242,31,2025-01-30 15:22:48.000000,2025-01-30 16:01:48,completado,2.0
1243,1243,22,2025-01-21 17:08:34.000000,2025-01-21 17:24:34,completado,3.25
1244,1244,39,2025-02-09 20:29:17.000000,2025-02-09 21:21:17,completado,6.27
1246,1246,29,2025-01-29 16:16:20.000000,2025-01-29 16:35:20,completado,4.36
1247,1247,37,2025-01-24 19:55:57.000000,2025-01-24 20:31:57,completado,7.48
1248,1248,42,2025-01-28 02:10:39.000000,2025-01-28 02:49:39,completado,2.59
1249,1249,32,2025-02-03 02:26:21.000000,2025-02-03 03:45:21,completado,1.78
1250,1250,24,2025-02-05 20:22:00.000000,2025-02-05 21:09:00,completado,6.81
1254,1254,37,2025-02-16 22:30:46.000000,2025-02-16 23:04:46,completado,9.31
1255,1255,32,2025-02-14 13:47:45.000000,2025-02-14 14:50:45,completado,9.57
1257,1257,23,2025-01-21 16:00:27.000000,2025-01-21 16:39:27,completado,6.45
1259,1259,6,2025-01-30 17:38:13.000000,2025-01-30 18:01:13,completado,7.74
1260,1260,8,2025-02-06 10:39:08.000000,2025-02-06 11:17:08,completado,5.76
1261,1261,38,2025-01-28 11:44:00.000000,2025-01-28 12:27:00,completado,3.39
1262,1262,16,2025-01-25 21:08:55.000000,2025-01-25 21:58:55,completado,9.73
1264,1264,26,2025-02-07 04:03:11.000000,2025-02-07 05:06:11,completado,6.71
1267,1267,9,2025-01-26 16:33:12.000000,2025-01-26 17:31:12,completado,9.96
1270,1270,48,2025-02-18 13:43:02.000000,2025-02-18 14:14:02,completado,9.12
1271,1271,6,2025-01-30 07:02:38.000000,2025-01-30 07:44:38,completado,8.06
1274,1274,26,2025-01-23 06:21:29.000000,2025-01-23 07:35:29,completado,5.86
1275,1275,8,2025-02-10 21:34:28.000000,2025-02-10 22:01:28,completado,8.1
1281,1281,31,2025-01-31 22:47:47.000000,2025-01-31 23:51:47,completado,7.49
1284,1284,50,2025-01-31 20:20:22.000000,2025-01-31 21:00:22,completado,4.7
1285,1285,6,2025-01-29 17:22:48.000000,2025-01-29 18:01:48,completado,9.2
1286,1286,38,2025-02-01 11:13:29.000000,2025-02-01 11:43:29,completado,7.57
1288,1288,20,2025-02-14 18:42:27.000000,2025-02-14 19:20:27,completado,6.75
1289,1289,37,2025-01-21 16:08:21.000000,2025-01-21 17:00:21,completado,6.35
1293,1293,34,2025-01-23 22:13:41.000000,2025-01-23 22:53:41,completado,5.79
1294,1294,17,2025-02-04 02:33:42.000000,2025-02-04 03:26:42,completado,7.07
1296,1296,40,2025-02-02 02:03:52.000000,2025-02-02 02:40:52,completado,5.24
1297,1297,42,2025-01-25 15:44:26.000000,2025-01-25 17:06:26,completado,8.94
1298,1298,18,2025-01-30 07:02:41.000000,2025-01-30 08:21:41,completado,2.84
1299,1299,3,2025-01-26 05:48:57.000000,2025-01-26 06:16:57,completado,3.88
1300,1300,42,2025-02-12 17:00:35.000000,2025-02-12 17:47:35,completado,3.46
1301,1301,17,2025-01-27 11:25:40.000000,2025-01-27 11:59:40,completado,9.22
1303,1303,28,2025-01-27 23:21:27.000000,2025-01-28 00:01:27,completado,2.57
1304,1304,38,2025-02-02 20:35:55.000000,2025-02-02 20:51:55,completado,3.93
1306,1306,16,2025-02-08 08:23:26.000000,2025-02-08 09:35:26,completado,1.57
1307,1307,37,2025-02-04 14:50:15.000000,2025-02-04 15:30:15,completado,1.93
1312,1312,48,2025-02-17 22:18:30.000000,2025-02-17 23:06:30,completado,6.76
1313,1313,44,2025-02-18 17:34:48.000000,2025-02-18 18:53:48,completado,7.6
1314,1314,45,2025-02-08 18:47:52.000000,2025-02-08 19:19:52,completado,5.92
1317,1317,12,2025-02-19 18:32:34.000000,2025-02-19 19:21:34,completado,8.26
1318,1318,26,2025-02-01 04:20:22.000000,2025-02-01 04:53:22,completado,6.59
1319,1319,28,2025-02-13 09:23:01.000000,2025-02-13 09:42:01,completado,2.45
1322,1322,26,2025-01-22 12:39:50.000000,2025-01-22 13:38:50,completado,4.77
1324,1324,24,2025-01-25 00:10:52.000000,2025-01-25 01:18:52,completado,7.48
1325,1325,20,2025-02-06 04:11:36.000000,2025-02-06 04:48:36,completado,4.67
1326,1326,3,2025-02-16 06:39:40.000000,2025-02-16 07:27:40,completado,2.13
1328,1328,16,2025-02-19 17:59:52.000000,2025-02-19 18:32:52,completado,9.63
1329,1329,37,2025-01-30 06:01:09.000000,2025-01-30 06:32:09,completado,4.74
1330,1330,32,2025-02-12 21:14:57.000000,2025-02-12 22:12:57,completado,4.99
1332,1332,22,2025-02-07 13:46:47.000000,2025-02-07 14:23:47,completado,3.33
1333,1333,3,2025-02-08 00:20:29.000000,2025-02-08 00:51:29,completado,1.61
1334,1334,25,2025-02-06 15:17:50.000000,2025-02-06 15:47:50,completado,5.58
1335,1335,40,2025-01-27 18:35:26.000000,2025-01-27 19:39:26,completado,5.89
1337,1337,9,2025-01-23 08:36:59.000000,2025-01-23 09:42:59,completado,6.34
1338,1338,45,2025-01-24 22:26:35.000000,2025-01-24 22:53:35,completado,6.83
1340,1340,45,2025-01-20 23:16:13.000000,2025-01-20 23:42:13,completado,2.11
1341,1341,17,2025-02-10 16:16:05.000000,2025-02-10 17:01:05,completado,4.94
1346,1346,48,2025-02-01 19:05:48.000000,2025-02-01 19:47:48,completado,6.24
1347,1347,10,2025-01-28 04:01:13.000000,2025-01-28 04:50:13,completado,2.41
1348,1348,48,2025-01-26 14:03:39.000000,2025-01-26 14:42:39,completado,2.91
1350,1350,39,2025-01-26 12:12:47.000000,2025-01-26 12:47:47,completado,2.02
1353,1353,36,2025-02-06 17:53:01.000000,2025-02-06 18:20:01,completado,5.71
1354,1354,45,2025-02-13 21:44:10.000000,2025-02-13 22:17:10,completado,4.23
1355,1355,4,2025-01-30 09:11:55.000000,2025-01-30 10:08:55,completado,7.1
1357,1357,39,2025-02-11 18:16:05.000000,2025-02-11 18:53:05,completado,8.92
1359,1359,45,2025-02-09 10:09:58.000000,2025-02-09 11:09:58,completado,6.43
1362,1362,3,2025-02-11 23:09:27.000000,2025-02-11 23:31:27,completado,3.78
1364,1364,48,2025-02-04 16:22:48.000000,2025-02-04 17:02:48,completado,8.2
1365,1365,44,2025-02-16 15:43:50.000000,2025-02-16 16:38:50,completado,4.17
1367,1367,23,2025-01-26 02:41:36.000000,2025-01-26 03:00:36,completado,5.09
1369,1369,38,2025-02-03 16:45:18.000000,2025-02-03 17:12:18,completado,3.16
1373,1373,28,2025-01-24 16:04:57.000000,2025-01-24 17:25:57,completado,4.86
1374,1374,42,2025-02-01 16:27:50.000000,2025-02-01 17:19:50,completado,8.5
1375,1375,6,2025-02-16 10:03:10.000000,2025-02-16 11:04:10,completado,5.45
1376,1376,44,2025-02-03 19:20:04.000000,2025-02-03 19:59:04,completado,7.13
1379,1379,25,2025-02-14 07:32:31.000000,2025-02-14 08:41:31,completado,2.86
1381,1381,49,2025-01-21 18:46:04.000000,2025-01-21 19:16:04,completado,7.66
1382,1382,38,2025-02-15 04:22:31.000000,2025-02-15 05:28:31,completado,5.7
1384,1384,24,2025-02-09 18:52:46.000000,2025-02-09 19:15:46,completado,5.41
1385,1385,3,2025-01-22 12:42:24.000000,2025-01-22 13:19:24,completado,5.26
1386,1386,26,2025-02-09 07:00:31.000000,2025-02-09 07:28:31,completado,7.34
1388,1388,9,2025-02-15 07:16:05.000000,2025-02-15 07:45:05,completado,1.51
1389,1389,4,2025-02-15 16:03:48.000000,2025-02-15 17:00:48,completado,2.89
1390,1390,10,2025-01-29 08:11:19.000000,2025-01-29 08:58:19,completado,8.76
1392,1392,26,2025-01-23 13:26:28.000000,2025-01-23 14:30:28,completado,4.03
1393,1393,23,2025-01-21 15:42:54.000000,2025-01-21 16:09:54,completado,1.96
1394,1394,20,2025-02-05 18:54:15.000000,2025-02-05 19:25:15,completado,4.6
1395,1395,4,2025-01-26 17:56:30.000000,2025-01-26 18:41:30,completado,2.11
1397,1397,18,2025-02-19 04:10:58.000000,2025-02-19 05:18:58,completado,8.52
1398,1398,48,2025-02-01 21:17:12.000000,2025-02-01 22:33:12,completado,2.06
1400,1400,17,2025-01-29 22:02:03.000000,2025-01-29 22:46:03,completado,6.78
1401,1401,39,2025-01-21 18:16:52.000000,2025-01-21 19:20:52,completado,7.0
1402,1402,38,2025-02-09 06:48:20.000000,2025-02-09 07:30:20,completado,7.82
1404,1404,44,2025-01-22 13:36:29.000000,2025-01-22 14:04:29,completado,5.91
1405,1405,17,2025-01-22 02:56:07.000000,2025-01-22 03:36:07,completado,6.99
1406,1406,42,2025-01-27 09:40:59.000000,2025-01-27 10:35:59,completado,8.41
1407,1407,34,2025-02-09 04:41:38.000000,2025-02-09 05:44:38,completado,9.51
1409,1409,49,2025-01-26 03:37:27.000000,2025-01-26 04:03:27,completado,6.76
1412,1412,34,2025-02-07 10:22:39.000000,2025-02-07 11:00:39,completado,6.23
1413,1413,32,2025-01-23 10:10:29.000000,2025-01-23 10:53:29,completado,9.15
1416,1416,31,2025-02-19 12:46:21.000000,2025-02-19 13:45:21,completado,4.77
1417,1417,50,2025-02-15 04:22:11.000000,2025-02-15 05:03:11,completado,5.92
1418,1418,17,2025-02-01 10:02:14.000000,2025-02-01 11:20:14,completado,5.41
1422,1422,28,2025-02-19 16:50:13.000000,2025-02-19 17:50:13,completado,3.32
1425,1425,37,2025-01-28 07:13:39.000000,2025-01-28 07:54:39,completado,4.92
1426,1426,4,2025-02-18 14:57:29.000000,2025-02-18 16:13:29,completado,3.96
1427,1427,39,2025-02-10 01:47:17.000000,2025-02-10 02:45:17,completado,3.38
1428,1428,8,2025-02-06 02:48:44.000000,2025-02-06 03:32:44,completado,3.77
1429,1429,18,2025-01-31 12:55:03.000000,2025-01-31 13:35:03,completado,9.48
1430,1430,9,2025-02-14 18:51:05.000000,2025-02-14 19:35:05,completado,7.49
1432,1432,18,2025-02-07 22:45:21.000000,2025-02-07 23:46:21,completado,9.17
1433,1433,38,2025-01-29 21:56:36.000000,2025-01-29 22:41:36,completado,3.48
1434,1434,1,2025-02-06 10:18:11.000000,2025-02-06 11:00:11,completado,5.43
1437,1437,10,2025-02-17 18:29:06.000000,2025-02-17 18:48:06,completado,3.63
1438,1438,28,2025-01-22 18:59:12.000000,2025-01-22 19:31:12,completado,4.11
1439,1439,6,2025-01-25 12:35:09.000000,2025-01-25 13:05:09,completado,2.14
1441,1441,33,2025-01-27 15:46:55.000000,2025-01-27 16:06:55,completado,1.95
1444,1444,18,2025-01-31 22:20:13.000000,2025-01-31 22:35:13,completado,6.78
1445,1445,38,2025-01-24 00:40:58.000000,2025-01-24 01:09:58,completado,2.28
1447,1447,38,2025-02-13 10:19:13.000000,2025-02-13 11:25:13,completado,2.77
1450,1450,23,2025-02-17 15:11:47.000000,2025-02-17 15:38:47,completado,8.93
1454,1454,36,2025-02-05 12:09:56.000000,2025-02-05 12:59:56,completado,2.23
1455,1455,37,2025-02-19 12:48:33.000000,2025-02-19 13:46:33,completado,7.26
1456,1456,25,2025-02-05 20:17:34.000000,2025-02-05 20:57:34,completado,4.3
1457,1457,40,2025-02-04 23:53:18.000000,2025-02-05 01:00:18,completado,9.41
1461,1461,40,2025-02-07 14:06:26.000000,2025-02-07 14:59:26,completado,9.54
1463,1463,49,2025-02-04 22:31:26.000000,2025-02-04 23:12:26,completado,8.95
1464,1464,9,2025-02-09 00:09:26.000000,2025-02-09 00:59:26,completado,9.84
1465,1465,24,2025-01-22 08:43:36.000000,2025-01-22 09:09:36,completado,3.33
1466,1466,38,2025-02-19 13:51:40.000000,2025-02-19 14:33:40,completado,7.44
1467,1467,10,2025-01-28 01:42:01.000000,2025-01-28 02:31:01,completado,6.77
1468,1468,25,2025-02-07 12:13:04.000000,2025-02-07 12:41:04,completado,8.74
1470,1470,38,2025-02-10 20:31:12.000000,2025-02-10 20:56:12,completado,3.31
1473,1473,48,2025-02-05 06:09:28.000000,2025-02-05 07:01:28,completado,8.13
1475,1475,8,2025-02-11 06:30:36.000000,2025-02-11 07:28:36,completado,7.15
1476,1476,18,2025-02-06 14:24:54.000000,2025-02-06 15:32:54,completado,2.77
1477,1477,48,2025-02-12 00:19:11.000000,2025-02-12 01:39:11,completado,5.81
1479,1479,33,2025-01-23 12:24:29.000000,2025-01-23 12:40:29,completado,4.73
1483,1483,37,2025-02-10 19:56:33.000000,2025-02-10 21:03:33,completado,5.46
1484,1484,36,2025-01-22 09:31:57.000000,2025-01-22 10:01:57,completado,8.62
1485,1485,37,2025-01-21 23:02:42.000000,2025-01-22 00:11:42,completado,9.92
1487,1487,3,2025-01-27 02:31:53.000000,2025-01-27 03:19:53,completado,7.87
1490,1490,36,2025-02-12 11:14:28.000000,2025-02-12 12:09:28,completado,6.33
1491,1491,12,2025-01-30 01:55:25.000000,2025-01-30 02:32:25,completado,7.04
1492,1492,4,2025-02-10 20:29:09.000000,2025-02-10 21:44:09,completado,7.8
1493,1493,22,2025-01-24 01:09:28.000000,2025-01-24 01:24:28,completado,8.12
1495,1495,38,2025-02-14 10:44:03.000000,2025-02-14 11:49:03,completado,6.26
1496,1496,31,2025-01-26 14:36:43.000000,2025-01-26 15:15:43,completado,6.8
1500,1500,29,2025-01-22 21:43:53.000000,2025-01-22 22:03:53,completado,2.96
1501,1501,21,2025-01-28 08:32:53.000000,2025-01-28 09:04:53,completado,3.89
1503,1503,1,2025-01-21 23:21:57.000000,2025-01-22 00:33:57,completado,3.2
1504,1504,44,2025-02-17 14:18:54.000000,2025-02-17 14:31:54,completado,2.37
1506,1506,9,2025-01-23 04:05:41.000000,2025-01-23 04:40:41,completado,3.71
1508,1508,18,2025-02-10 02:55:54.000000,2025-02-10 03:36:54,completado,6.75
1511,1511,25,2025-02-19 14:32:08.000000,2025-02-19 15:08:08,completado,9.5
1512,1512,50,2025-02-18 16:56:31.000000,2025-02-18 17:39:31,completado,6.55
1515,1515,36,2025-02-13 19:31:22.000000,2025-02-13 20:16:22,completado,9.86
1517,1517,23,2025-02-19 14:13:58.000000,2025-02-19 14:40:58,completado,9.2
1518,1518,37,2025-02-18 19:48:27.000000,2025-02-18 20:32:27,completado,1.64
1519,1519,20,2025-01-22 06:55:58.000000,2025-01-22 07:31:58,completado,3.67
1520,1520,48,2025-02-17 03:26:22.000000,2025-02-17 04:34:22,completado,3.55
1523,1523,38,2025-02-18 12:45:10.000000,2025-02-18 13:32:10,completado,8.1
1524,1524,30,2025-01-30 03:39:18.000000,2025-01-30 04:28:18,completado,9.21
1526,1526,34,2025-02-10 00:41:31.000000,2025-02-10 01:21:31,completado,9.87
1527,1527,3,2025-02-01 10:23:17.000000,2025-02-01 11:14:17,completado,9.76
1528,1528,17,2025-02-07 05:05:48.000000,2025-02-07 06:22:48,completado,4.94
1531,1531,18,2025-02-01 18:08:51.000000,2025-02-01 18:54:51,completado,6.21
1532,1532,6,2025-01-24 23:05:27.000000,2025-01-25 00:04:27,completado,2.16
1535,1535,36,2025-01-30 10:02:45.000000,2025-01-30 10:48:45,completado,8.96
1536,1536,3,2025-02-01 00:59:36.000000,2025-02-01 01:26:36,completado,6.58
1537,1537,12,2025-02-01 15:01:33.000000,2025-02-01 16:04:33,completado,4.62
1539,1539,3,2025-02-03 09:48:40.000000,2025-02-03 10:52:40,completado,6.63
1540,1540,26,2025-01-26 14:54:38.000000,2025-01-26 15:57:38,completado,4.37
1542,1542,34,2025-01-21 07:16:30.000000,2025-01-21 08:20:30,completado,4.95
1543,1543,39,2025-01-30 00:26:12.000000,2025-01-30 00:51:12,completado,7.08
1545,1545,1,2025-01-25 00:03:28.000000,2025-01-25 01:05:28,completado,7.48
1547,1547,20,2025-01-23 12:24:30.000000,2025-01-23 12:55:30,completado,5.63
1550,1550,6,2025-02-05 20:09:46.000000,2025-02-05 21:05:46,completado,9.65
1552,1552,28,2025-02-15 11:26:50.000000,2025-02-15 12:07:50,completado,3.12
1553,1553,29,2025-01-28 09:41:33.000000,2025-01-28 10:52:33,completado,9.03
1554,1554,31,2025-02-19 13:34:24.000000,2025-02-19 14:20:24,completado,8.88
1557,1557,31,2025-02-01 07:53:52.000000,2025-02-01 08:42:52,completado,9.81
1558,1558,24,2025-02-04 14:02:26.000000,2025-02-04 15:16:26,completado,8.86
1560,1560,17,2025-01-26 15:26:47.000000,2025-01-26 16:01:47,completado,8.16
1562,1562,6,2025-02-10 03:20:26.000000,2025-02-10 04:31:26,completado,4.45
1563,1563,32,2025-02-09 12:58:17.000000,2025-02-09 13:46:17,completado,2.32
1564,1564,49,2025-02-07 12:33:52.000000,2025-02-07 13:44:52,completado,4.05
1565,1565,6,2025-02-08 02:01:36.000000,2025-02-08 02:56:36,completado,7.44
1566,1566,18,2025-02-03 16:45:31.000000,2025-02-03 17:29:31,completado,9.6
1567,1567,6,2025-02-10 08:37:02.000000,2025-02-10 09:22:02,completado,3.59
1568,1568,29,2025-01-25 04:41:49.000000,2025-01-25 05:30:49,completado,6.01
1569,1569,6,2025-02-17 04:48:56.000000,2025-02-17 05:36:56,completado,8.49
1571,1571,39,2025-02-06 02:20:25.000000,2025-02-06 03:31:25,completado,5.62
1574,1574,8,2025-02-02 04:53:04.000000,2025-02-02 06:20:04,completado,7.58
1576,1576,25,2025-02-15 02:07:12.000000,2025-02-15 02:44:12,completado,4.9
1579,1579,22,2025-02-19 01:30:05.000000,2025-02-19 01:53:05,completado,3.8
1580,1580,6,2025-02-17 13:37:59.000000,2025-02-17 14:16:59,completado,8.08
1582,1582,20,2025-02-18 22:19:50.000000,2025-02-18 23:00:50,completado,6.52
1583,1583,20,2025-02-03 17:59:06.000000,2025-02-03 18:47:06,completado,9.79
1584,1584,23,2025-02-14 18:00:06.000000,2025-02-14 19:21:06,completado,9.98
1586,1586,45,2025-01-29 16:37:26.000000,2025-01-29 17:43:26,completado,9.2
1587,1587,4,2025-01-20 23:09:36.000000,2025-01-20 23:27:36,completado,7.37
1589,1589,23,2025-01-27 02:57:00.000000,2025-01-27 03:36:00,completado,2.83
1590,1590,39,2025-02-07 23:02:29.000000,2025-02-07 23:46:29,completado,2.64
1591,1591,49,2025-02-14 02:25:27.000000,2025-02-14 02:49:27,completado,7.97
1592,1592,1,2025-02-02 15:07:28.000000,2025-02-02 15:52:28,completado,2.43
1594,1594,40,2025-02-15 10:08:50.000000,2025-02-15 11:20:50,completado,7.31
1596,1596,36,2025-02-13 16:47:44.000000,2025-02-13 17:35:44,completado,8.38
1597,1597,36,2025-02-14 05:40:21.000000,2025-02-14 06:18:21,completado,1.66
1598,1598,30,2025-02-02 08:15:25.000000,2025-02-02 09:13:25,completado,5.19
1599,1599,3,2025-01-26 01:11:36.000000,2025-01-26 02:16:36,completado,3.0
1600,1600,20,2025-02-10 11:56:01.000000,2025-02-10 12:46:01,completado,8.59
1601,1601,32,2025-02-03 22:03:23.000000,2025-02-03 22:26:23,completado,9.22
1602,1602,12,2025-02-02 08:01:42.000000,2025-02-02 08:43:42,completado,9.05
1603,1603,32,2025-02-04 22:18:39.000000,2025-02-04 23:31:39,completado,7.33
1604,1604,34,2025-02-18 14:39:46.000000,2025-02-18 15:24:46,completado,2.69
1605,1605,36,2025-01-30 06:34:58.000000,2025-01-30 07:14:58,completado,3.22
1606,1606,42,2025-02-04 09:32:45.000000,2025-02-04 10:19:45,completado,3.01
1607,1607,30,2025-02-01 18:02:47.000000,2025-02-01 19:19:47,completado,2.89
1610,1610,26,2025-02-16 03:48:42.000000,2025-02-16 04:52:42,completado,2.44
1611,1611,40,2025-02-08 09:14:31.000000,2025-02-08 10:00:31,completado,4.32
1613,1613,25,2025-02-17 16:25:15.000000,2025-02-17 16:48:15,completado,3.38
1614,1614,6,2025-01-23 08:30:30.000000,2025-01-23 09:03:30,completado,8.34
1616,1616,4,2025-01-23 03:36:42.000000,2025-01-23 04:11:42,completado,2.15
1617,1617,45,2025-01-22 10:51:54.000000,2025-01-22 11:28:54,completado,6.76
1618,1618,45,2025-02-14 21:26:50.000000,2025-02-14 22:23:50,completado,7.62
1620,1620,40,2025-02-15 17:25:37.000000,2025-02-15 18:29:37,completado,9.3
1622,1622,33,2025-02-16 18:22:13.000000,2025-02-16 19:03:13,completado,9.71
1624,1624,17,2025-01-25 08:52:31.000000,2025-01-25 09:53:31,completado,6.68
1625,1625,42,2025-01-20 22:25:42.000000,2025-01-20 23:13:42,completado,6.9
1626,1626,40,2025-02-12 12:07:29.000000,2025-02-12 12:42:29,completado,1.94
1627,1627,32,2025-01-27 19:51:29.000000,2025-01-27 20:12:29,completado,4.85
1628,1628,49,2025-01-21 20:31:07.000000,2025-01-21 21:10:07,completado,5.9
1629,1629,22,2025-01-24 16:02:20.000000,2025-01-24 16:28:20,completado,6.85
1630,1630,30,2025-01-28 18:08:27.000000,2025-01-28 18:45:27,completado,9.86
1632,1632,30,2025-01-31 21:45:41.000000,2025-01-31 22:34:41,completado,9.57
1635,1635,37,2025-01-28 23:47:31.000000,2025-01-29 00:18:31,completado,2.03
1637,1637,4,2025-02-03 00:42:51.000000,2025-02-03 01:35:51,completado,4.89
1639,1639,6,2025-01-29 12:10:21.000000,2025-01-29 12:56:21,completado,3.46
1640,1640,16,2025-01-20 22:18:32.000000,2025-01-20 23:07:32,completado,8.39
1641,1641,29,2025-02-17 07:27:30.000000,2025-02-17 08:07:30,completado,5.49
1645,1645,1,2025-02-02 02:35:08.000000,2025-02-02 03:14:08,completado,1.8
1646,1646,45,2025-01-29 12:50:49.000000,2025-01-29 13:34:49,completado,6.16
1651,1651,16,2025-02-02 16:13:23.000000,2025-02-02 16:49:23,completado,7.78
1657,1657,38,2025-02-12 17:05:50.000000,2025-02-12 17:24:50,completado,9.01
1658,1658,12,2025-02-15 01:52:23.000000,2025-02-15 02:41:23,completado,8.03
1660,1660,33,2025-01-29 18:38:53.000000,2025-01-29 19:04:53,completado,9.82
1661,1661,1,2025-01-27 07:51:36.000000,2025-01-27 08:46:36,completado,7.15
1664,1664,44,2025-02-18 11:33:42.000000,2025-02-18 11:56:42,completado,8.79
1665,1665,45,2025-02-13 18:56:35.000000,2025-02-13 19:45:35,completado,2.42
1666,1666,30,2025-02-08 04:00:17.000000,2025-02-08 05:14:17,completado,7.97
1667,1667,31,2025-02-13 08:11:47.000000,2025-02-13 08:40:47,completado,5.0
1668,1668,25,2025-02-19 10:39:39.000000,2025-02-19 11:37:39,completado,6.6
1670,1670,33,2025-01-27 09:25:43.000000,2025-01-27 09:51:43,completado,8.13
